DATE INITIATED,RAPID RESPONSE IDENTIFIER,AGENCY ASSIGNED,NAME,ADDRESS,CITY,COUNTY,NUMBER OF POSITIVE CASES REPORTED
11/20/2020,RR-00015489,NMED,WALMART,3251 CERRILLOS RD,SANTA FE,SANTA FE,1
11/20/2020,RR-00015455,DHI,SOCORRO GOOD SAMARITAN VILLAGE,1203 HIGHWAY 60,SOCORRO,SOCORRO,1
11/20/2020,RR-00015491,PED,ALTURA PREPARATORY SCHOOL,8650 ALAMEDA BLVD NE # 150W,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015486,PED,RUIDOSO HIGH SCHOOL,200 HORTON CIR,RUIDOSO,LINCOLN,1
11/20/2020,RR-00015485,NMED,WALMART SUPERCENTER,400 EUBANK BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015432,PED,CESAR CHAVEZ ELEMENTARY SCHOOL,5250 HOLMAN RD,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015465,NMED,ATRISCO OIL GAS,6260 RIVERSIDE PLAZA LN NW # A,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015431,NMED,YES HOUSING INC,901 PENNSYLVANIA ST NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015463,HED,WESTERN NEW MEXICO UNIVERSITY,1000 W COLLEGE AVE,SILVER CITY,GRANT,1
11/20/2020,RR-00015409,NMED,TACO BELL,5040 PROMENADE BLVD,SANTA FE,SANTA FE,1
11/20/2020,RR-00015448,NMED,DARMITZEL ORTHODONTICS,400 KIVA CT # A,SANTA FE,SANTA FE,1
11/20/2020,RR-00015443,ECECD,KERES CHILDREN'S LEARNING CTR,235 PLAZA ST,COCHITI PUEBLO,SANDOVAL,1
11/20/2020,RR-00015442,PED,BERNALILLO ACADEMY,1801 RANDOLPH RD SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015407,NMED,10 TANKER AIR CARRIER,2503 CLARK CARR LOOP SE # A,ALBUQUERQUE,,1
11/20/2020,RR-00015456,DOH,NEUROLOGY ASSOCIATES-MESILLA,3855 FOOTHILLS RD,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015435,DOH,LOVELACE,1112 N MAIN ST,ROSWELL,CHAVES,1
11/20/2020,RR-00015428,DHI,COPE COPE,909 S FLORIDA AVE,ALAMOGORDO,OTERO,1
11/20/2020,RR-00015426,PED,RIO RANCHO ELEMENTARY SCHOOL,4601 PEPE ORTIZ RD SE,RIO RANCHO,SANDOVAL,1
11/20/2020,RR-00015425,HED,NEW MEXICO TECH,1015 TIJERAS AVE NW # 200,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015412,NMED,SECOND JUDICIAL COURT,400 LOMAS BLVD NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015447,HED,THE UNIVERSITY OF NEW MEXICO,1 UNIV OF NEW MEXICO,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015411,NMED,WECK'S BREAKFAST LUNCH CTRNG,3913 LOUISIANA BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015444,NMED,A MANAGEMENT CORP,4461 IRVING BLVD NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015403,PED,TATUM ELEMENTARY SCHOOL,306 W 3RD ST,TATUM,LEA,1
11/20/2020,RR-00015429,NMED,TIERRA CONCEPTS INC,1512 PACHECO ST # D206,SANTA FE,SANTA FE,1
11/20/2020,RR-00015427,NMED,COMMERCIAL ENTERPRISES INC,8309 WASHINGTON PL NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015438,PED,HOBBS MUNICIPAL SCHOOLS,2500 N JEFFERSON ST,HOBBS,LEA,1
11/20/2020,RR-00015421,NMED,WALMART SUPERCENTER,233 S NEW YORK AVE,ALAMOGORDO,OTERO,1
11/20/2020,RR-00015437,NMED,MURDOCK-YORK TIRE CO,1400 N GRIMES ST,HOBBS,LEA,1
11/20/2020,RR-00015436,NMED,WILDER LANDSCAPING INC,885 W SAN MATEO RD,SANTA FE,SANTA FE,1
11/20/2020,RR-00015475,HED,ARTS ACADEMY BELLA VISTA,2900 CESAR CHAVEZ DR,CLOVIS,CURRY,1
11/20/2020,RR-00015502,PED,TAYLOR MIDDLE SCHOOL,700 S 11TH ST,LOVINGTON,LEA,1
11/20/2020,RR-00015519,DHI,HAVEN BEHAVIORAL SVC-ALBQRQ,5400 GIBSON BLVD SE # 4,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015517,ALTSD,SILVER LINING LLC,3250 COORS BLVD NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015474,NMED,ELITE LAUNDRY CO,208 E HISTORIC HIGHWAY 66,GALLUP,MC KINLEY,1
11/20/2020,RR-00015472,NMED,CORNERSTONE CONTRACTORS LLC,5901 INDUSTRY WAY SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015548,NMED,GLASS-RITE,808 GIBSON BLVD SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015546,NMED,CUMMINS NATURAL GAS ENGINES,409 S NORRIS ST,CLOVIS,CURRY,1
11/20/2020,RR-00015501,NMED,SAM'S CLUB OPTICAL CTR,4201 RODEO RD,SANTA FE,SANTA FE,1
11/20/2020,RR-00015543,NMED,MC DONALD'S,415 S DAL PASO ST,HOBBS,LEA,1
11/20/2020,RR-00015471,NMED,SOUTHWESTERN PRIVATE SVC INC,6382 US HIGHWAY 550,CUBA,SANDOVAL,1
11/20/2020,RR-00015466,PED,VALLEY VIEW ELEMENTARY SCHOOL,1400 S WASHINGTON AVE,ROSWELL,CHAVES,1
11/20/2020,RR-00015498,CYFD,CONFIDENTIAL,CONFIDENTIAL,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015467,ALTSD,CASA DE PAZ ASSITED LIVING,4103 LAS CIMBRAS CT SE,RIO RANCHO,SANDOVAL,1
11/20/2020,RR-00015504,NMED,WELLS FARGO BANK,115 W FOX ST,CARLSBAD,EDDY,1
11/20/2020,RR-00015464,DHI,LA CLINICA DE FAMILIA,385 CALLE DE ALEGRA # C,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015503,NMED,SCIENTIFIC LABORATORY,700 CAMINO DE SALUD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015462,DOH,CHRISTUS ST VINCENT MED CTR,455 SAINT MICHAELS DR,SANTA FE,SANTA FE,1
11/20/2020,RR-00015470,NMED,LARRY H MILLER CASA CHRYSLER,9733 COORS BLVD NW # 100,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015496,NMED,EDWARD JONES,906 COLONIAL PKWY,CLOVIS,CURRY,1
11/20/2020,RR-00015469,NMED,PIZZA INN,1943 N GRIMES ST # A,HOBBS,LEA,1
11/20/2020,RR-00015493,DOH,PRESBYTERIAN ESPANOLA HOSPITAL,1010 SPRUCE ST,ESPANOLA,RIO ARRIBA,1
11/20/2020,RR-00015468,DHI,MESILLA VALLEY HOSPICE,299 MONTANA AVE,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015500,NMED,WALMART DISTRIBUTION CTR,670 LOS MORROS RD NW,LOS LUNAS,VALENCIA,1
11/20/2020,RR-00015459,NMED,GREENLINE TRUCKING,49 BOBOLINK LN,TIJERAS,BERNALILLO,1
11/20/2020,RR-00015497,NMED,EPNM INC,2024 5TH ST NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015458,NMED,SAPUTO CHEESE USA INC,355 CRAWFORD BLVD,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015495,NMED,MC DONALD'S,8501 GOLF COURSE RD NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015460,NMED,MC DONALD'S,8001 HARPER DR NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015494,NMED,CITY OF LAS CRUCES,700 N MAIN ST,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015457,NMED,PIZZA INN,1943 N GRIMES ST # A,HOBBS,LEA,1
11/20/2020,RR-00015492,NMED,TIA SOPHIA'S,210 W SAN FRANCISCO ST,SANTA FE,SANTA FE,1
11/20/2020,RR-00015454,NMED,VESCOVO TOYOTA OF LAS CRUCES,780 S VALLEY DR,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015488,PED,HOBBS FRESHMAN HIGH SCHOOL,1401 E SANGER ST,HOBBS,LEA,1
11/20/2020,RR-00015452,NMED,ASCO,108 S MAPLE ST,CLOVIS,CURRY,1
11/20/2020,RR-00015487,NMED,TRADER JOE'S,2200 UPTOWN LOOP NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015449,NMED,RUDY'S COUNTRY STORE & BAR-B-Q,10136 COORS BLVD NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015544,NMED,MC DONALD'S,3726 N LOVINGTON HWY,HOBBS,LEA,1
11/20/2020,RR-00015511,NMED,PBI,43214 US HIGHWAY 70,PORTALES,ROOSEVELT,1
11/20/2020,RR-00015552,NMED,MISTER CAR WASH,9516 SNOWHEIGHTS CIR NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015512,PED,SANDIA HIGH SCHOOL,7801 CANDELARIA RD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015545,NMED,BIG 5 SPORTING GOODS,2801 N MAIN ST # Z,ROSWELL,CHAVES,1
11/20/2020,RR-00015510,DOH,NEW BEGINNINGS CHURCH OF GOD,4770 MONTGOMERY BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015609,DHI,HAVEN BEHAVIORAL SVC-ALBQRQ,5400 GIBSON BLVD SE # 4,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015576,NMED,ESPANOLA/RIO ARRIBA E-911 CENTER,407 N. PASEO DE ONATE,ESPANOLA,RIO ARRIBA,1
11/20/2020,RR-00015509,NMED,STARBUCKS,4101 COORS BLVD NW # A,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015567,NMED,MCKINLEY PAPER,COUNTY ROAD 19,PREWITT,MC KINLEY,1
11/20/2020,RR-00015508,DHI,HAVEN BEHAVIORAL SVC-ALBQRQ,5400 GIBSON BLVD SE # 4,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015550,NMED,STANCO METAL PRODUCTS,301 AVENIDA ASCENCION # 300,SANTA TERESA,DONA ANA,1
11/20/2020,RR-00015579,NMED,BUFFALO WILD WINGS GRILL & BAR,1801 W PIERCE ST,CARLSBAD,EDDY,1
11/20/2020,RR-00015531,NMED,SONIC DRIVE-IN,9900 MONTGOMERY BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015549,DOH,LOVELACE MEDICAL CTR,601 DR MARTIN LUTHER KING JR A,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015575,NMED,PRUDENTIAL OVERALL SUPPLY,8409 WASHINGTON ST NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015530,NMED,CITY OF LAS CRUCES,700 N MAIN ST,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015542,PED,GATEWAY CHRISTIAN SCHOOL,1900 N SYCAMORE AVE,ROSWELL,CHAVES,1
11/20/2020,RR-00015570,DOH,ARTESIA GENERAL HOSPITAL,702 N 13TH ST,ARTESIA,EDDY,1
11/20/2020,RR-00015529,HED,NEW MEXICO STATE UNIVERSITY,1780 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015540,NMED,HIGGINBOTHAM BARTLETT,600 E BENDER BLVD,HOBBS,LEA,1
11/20/2020,RR-00015569,NMED,RED CAP STAFFING,1206 E LOHMAN AVE,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015526,NMED,SUNSHINE PLUMBING & HTG INC,257 JUAN TABO BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015537,DHI,SOUTHWEST CARE CTR,901 W ALAMEDA ST,SANTA FE,SANTA FE,1
11/20/2020,RR-00015507,ALTSD,MISSION ARCH CARE CTR,3200 MISSION ARCH DR,ROSWELL,CHAVES,1
11/20/2020,RR-00015535,DOH,PLAINS REG MED CTR,2100 N DR MARTIN LUTHER KING J,CLOVIS,CURRY,1
11/20/2020,RR-00015533,NMED,PHILLIPS 66,507 PASEO DEL PUEBLO NORTE,TAOS,TAOS,1
11/20/2020,RR-00015532,NMED,SONIC DRIVE-IN,11715 CENTRAL AVE NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015541,NMED,CUSTOM GRADING INC,7916 RANCHITOS LOOP NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015539,NMED,PIZZA 9,819 N RIVERSIDE DR,ESPANOLA,RIO ARRIBA,1
11/20/2020,RR-00015506,NMED,COSTCO WHOLESALE,9955 COORS BYPASS NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015538,NMED,JACK KEY CHRYSLER DODGE JEEP,1501 HIGHWAY 70 W,ALAMOGORDO,OTERO,1
11/20/2020,RR-00015534,NMED,CITY ADMINISTRATIVE OFFICE,321 N CONNELLY ST,CLOVIS,CURRY,1
11/20/2020,RR-00015528,NMED,FARMESILLA,1840 AVENIDA DE MESILLA,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015525,NMED,ALBUQUERQUE JOURNAL,7777 JEFFERSON ST NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015505,NMED,SOUTHWEST CHEESE LLC,1141 CURRY COUNTY RD # 4,CLOVIS,CURRY,1
11/20/2020,RR-00015522,HED,NEW MEXICO STATE UNIVERSITY,1780 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015520,DHI,HAVEN BEHAVIORAL SVC-ALBQRQ,5400 GIBSON BLVD SE # 4,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015477,NMED,AMERICAN NATIONAL INSURANCE CO,1021 MITCHELL ST,CLOVIS,CURRY,1
11/20/2020,RR-00015878,DHI,MOLINA HEALTHCARE,,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015882,NMED,KACHINA PETROLEUM EQUIPMENT CO,9600 BELL AVE SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015881,NMED,ACCUSTRIPE INC,332 MURIEL ST NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015876,NMED,AMERI GAS PROPANE,1890 BOSQUE FARMS RD,BOSQUE FARMS,VALENCIA,1
11/20/2020,RR-00015872,NMED,SANTILLAN PLUMBING,3907 MCNUTT RD,SUNLAND PARK,DONA ANA,1
11/20/2020,RR-00015930,NMED,UNITED RENTALS,2707 CERRILLOS RD,SANTA FE,SANTA FE,1
11/20/2020,RR-00015929,IAD,PUEBLO OF ACOMA POLICE DEPT,32 INDIAN RD,PUEBLO OF ACOMA,VALENCIA,1
11/20/2020,RR-00015928,NMED,FADE STATION,5105 MENAUL BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015870,ALTSD,TAOS LIVING CTR,1340 MAESTAS RD,TAOS,TAOS,1
11/20/2020,RR-00015941,NMED,QUALITY INN & SUITES,1500 W MALONEY AVE,GALLUP,MC KINLEY,1
11/20/2020,RR-00015940,NMED,RAISING CANE'S,651 S TELSHOR BLVD,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015883,NMED,FAMILIA DENTAL LLC-ESPANOLA,1508 N RIVERSIDE DR # C,ESPANOLA,RIO ARRIBA,1
11/20/2020,RR-00015931,NMED,VIC'S DAILY CAFE,3600 OSUNA RD NE # 105,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015961,NMED,NATIVE RESOURCE DEVELOPMENT,1037 SR 311,CLOVIS,CURRY,1
11/20/2020,RR-00015926,NMED,CABLE ALBUQUERQUE,100 GOLD AVE SW # 9768,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015960,DHI,MINUTE CLINIC,2907 CERRILLOS RD,SANTA FE,SANTA FE,1
11/20/2020,RR-00015925,NMED,APIC SOLUTIONS INC,5550 MIDWAY PARK PL NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015959,NMED,KIMCON INC,405 DARTMOUTH DR SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015879,IAD,INDIAN PUEBLO CULTURAL CTR,2401 12TH ST NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015900,NMED,ADVANCED HEARING CARE,1401 10TH ST # C,ALAMOGORDO,OTERO,1
11/20/2020,RR-00015873,ECECD,BEGINNING STEPS DAYCARE,6521 PARADISE BLVD NW # B,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015896,NMED,FUNTRACKERS INC,101 CARRIZO CANYON RD,RUIDOSO,LINCOLN,1
11/20/2020,RR-00015871,NMED,SANTILLAN PLUMBING,3907 MCNUTT RD,SUNLAND PARK,DONA ANA,1
11/20/2020,RR-00015895,NMED,FLOW SCIENCE INC,683 HARKLE RD # A,SANTA FE,SANTA FE,1
11/20/2020,RR-00015891,NMED,ADVANCED PLUMBING & MECHCL INC,108 BISHOP RD,RUIDOSO,LINCOLN,1
11/20/2020,RR-00015890,NMED,PAIN FREE NEW MEXICO,630 MANZANO ST NE # D,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015888,NMED,AG SERVICES,1905 OLD DEXTER HWY,ROSWELL,CHAVES,1
11/20/2020,RR-00015887,NMED,DR FIELD GOODS KITCHEN,2860 CERRILLOS RD,SANTA FE,SANTA FE,1
11/20/2020,RR-00015897,NMED,BILINGUAL INTERVENTIONS LLC,3805 ATRISCO DR NW # B,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015893,NMED,NEW MEXICO TRANSPORTATION SVC,4100 NATIONAL PARKS HWY # D,CARLSBAD,EDDY,1
11/20/2020,RR-00015892,NMED,MAID BRIGADE,1111 ALAMEDA BLVD NW # C,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015889,NMED,HOMEWISE,1301 SILER RD # D,SANTA FE,SANTA FE,1
11/20/2020,RR-00015886,NMED,UNI FIRST CORP,2321 WESTGATE ST,CLOVIS,CURRY,1
11/20/2020,RR-00015894,NMED,ROSWELL READY MIX,4100 S LEA AVE,ROSWELL,CHAVES,1
11/20/2020,RR-00015885,ALTSD,VILLAGE AT ALAMEDA,8810 HORIZON BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015922,NMED,LENSCRAFTERS,6600 MENAUL BLVD NE # M5A,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015967,DHI,SIMPLICITY HOME HEALTH CARE,8501 CANDELARIA RD NE # E3,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015921,NMED,PROFESSIONAL CASE MGMT OF NM,312 N FIRST ST,GRANTS,CIBOLA,1
11/20/2020,RR-00015957,NMED,ROSE GARDEN,10401 GOLF COURSE RD NW # 103,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015920,NMED,GOT HAIR BEAUTY SUPPLY LLC,3100 SAN MATEO BLVD NE # C,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015919,DDSD,MILAGRO DE VIDA COMMUNITY SVC,1591 E LOHMAN AVE # A,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015918,NMED,PAYCHEX INC,4500 ALEXANDER BLVD NE # 100,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015958,NMED,MASON FARMS,511 SPEER RD,SEDAN,UNION,1
11/20/2020,RR-00015955,NMED,VAPORY,200 S SOLANO DR,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015917,NMED,ALSTATE STEEL,203 MURRY RD SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015954,NMED,ARFIN ANNIE'S,7120 WYOMING BLVD NE # 4,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015953,NMED,PJ HARTMAN LLC,2015 MOUNTAIN RD NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015913,NMED,ALBUQUERQUE PHARMACY,500 LOUISIANA BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015956,NMED,MERAKI SOLAR,9533 OSUNA RD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015911,NMED,RUSTICS FOR LESS INC,750 N VALLEY DR,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015952,DHI,K B PERSONAL CARE SVC,109 LOS MIRADORES DR NE,RIO RANCHO,SANDOVAL,1
11/20/2020,RR-00015910,NMED,EXPRESS UU BAR RANCH LIC,1115 HWY21,CIMARRON,COLFAX,1
11/20/2020,RR-00015951,CYFD,CONFIDENTIAL,CONFIDENTIAL,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015909,DHI,MED CARE PERSONAL ASSISTANCE,460 S COUNTY LINE DR,CHAPARRAL,DONA ANA,1
11/20/2020,RR-00015950,NMED,EAGLE GUEST RANCH,US HIGHWAY 60 & STATE ROAD 12,DATIL,CATRON,1
11/20/2020,RR-00015915,NMED,TYMELESS SHOPPE BARBERSHOP,5740 NIGHT WHISPER RD NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015949,NMED,PEP BOYS,5651 SAN MATEO BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015908,NMED,TOL TEC BREWING CO,10250 COTTONWOOD PARK NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015907,NMED,101 PIPE & CASING INC,5609 ALAMEDA PL NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015945,NMED,KELLY SERVICES,6000 UPTOWN BLVD NE # 120,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015906,NMED,GOLDEN FLOWER CHINESE HERBS,2724 VASSAR PL NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015944,NMED,COTTONWOOD MALL DENTAL PRCTC,10320 COTTONWOOD PARK NW # D,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015943,NMED,ON POINT PLUMBING,1812 N HOMESTEAD DR,HOBBS,LEA,1
11/20/2020,RR-00015923,NMED,WOODS DESIGN BUILDERS INC,302 CATRON ST,SANTA FE,SANTA FE,1
11/20/2020,RR-00015942,NMED,BSN SANTA FE,28 BISBEE CT # B10,SANTA FE,SANTA FE,1
11/20/2020,RR-00015916,NMED,TOMORROW TALK,2400 JUAN TABO BLVD NE # F,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015914,NMED,DENNY'S,1620 TOWNE CENTER LN SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015937,NMED,HERITAGE HOTEL & RESORTS HOTEL,325 W SAN FRANCISCO ST,SANTA FE,SANTA FE,1
11/20/2020,RR-00015905,DOH,HOLY CROSS CHURCH,100 CHURCH ST,SANTA CRUZ,SANTA FE,1
11/20/2020,RR-00015936,DDSD,QUALITY LIFE SVC,1014 S MAIN ST # A,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015904,NMED,BASIC ENERGY SVC,11383 LOVINGTON HWY,ARTESIA,EDDY,1
11/20/2020,RR-00015935,NMED,EL SARAPE,5025 CENTRAL AVE NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015934,NMED,APPLIED TECHNOLOGY ASSOC,1300 BRITT ST SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015877,NMED,AMERI GAS PROPANE,1890 BOSQUE FARMS RD,BOSQUE FARMS,VALENCIA,1
11/20/2020,RR-00015903,NMED,REDBURN TIRE CO,2645 BAYLOR DR SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015875,NMED,BIGOTES AUTO REPAIR,113 E TAYLOR ST,HOBBS,LEA,1
11/20/2020,RR-00015902,NMED,SADLER & SONS MONUMENT WORKS,1000 E BENDER BLVD,HOBBS,LEA,1
11/20/2020,RR-00015901,NMED,PITRE KIA,9640 EAGLE RANCH RD NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015899,NMED,DENTAL DEL SOL,1533 S SAINT FRANCIS DR # F,SANTA FE,SANTA FE,1
11/20/2020,RR-00015971,NMED,JC HANDYMAN,,SANTA FE,SANTA FE,1
11/20/2020,RR-00015966,NMED,PRORELO MOVING & STORAGE,1600 1ST ST NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015970,NMED,STONE FOREST INC,4525 AGUA FRIA ST,SANTA FE,SANTA FE,1
11/20/2020,RR-00015965,PED,DEXTER CONSOLIDATED SCHOOLS,100 E CLARK ST,DEXTER,CHAVES,1
11/20/2020,RR-00015964,NMED,BOXCAR BAR & GRILL,530 S GUADALUPE ST,SANTA FE,SANTA FE,1
11/20/2020,RR-00015963,NMED,AUTO GLASS NOW ALBUQUERQUE,9906 INDIAN SCHOOL RD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015948,NMED,WESTERN ORGANICS GRO WELL,9000 BATES RD SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015947,NMED,TDS,1404 N DATE ST,TRUTH OR CNSQNCS,SIERRA,1
11/20/2020,RR-00015939,DHI,DUKE CITY HEALTHCARE,4411 MONTANO RD NW # F,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015969,NMED,WRENCH WORKS,3325 SAN MATEO BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015938,NMED,ROTO-ROOTER PLBG-WATER CLEANUP,,SANTA FE,SANTA FE,1
11/20/2020,RR-00015554,DOH,SAN JUAN REGIONAL MEDICAL CTR,801 W MAPLE ST,FARMINGTON,SAN JUAN,2
11/20/2020,RR-00015612,NMED,ACE HARDWARE OF FARMINGTON,3030 E MAIN ST # F,FARMINGTON,SAN JUAN,2
11/20/2020,RR-00015647,NMED,HOME DEPOT,3560 E MAIN ST,FARMINGTON,SAN JUAN,1
11/20/2020,RR-00015744,PED,FARMINGTON HIGH SCHOOL,2200 N SUNSET AVE,FARMINGTON,SAN JUAN,1
11/20/2020,RR-00015753,NMED,VITALANT,475 E 20TH ST # D,FARMINGTON,SAN JUAN,1
11/20/2020,RR-00015742,PED,MCKINLEY ELEMENTARY SCHOOL,1201 N BUTLER AVE,FARMINGTON,SAN JUAN,1
11/20/2020,RR-00015869,NMED,FOUR CORNERS ORTHODONTICS,3751 N BUTLER AVE # 113,FARMINGTON,SAN JUAN,1
11/20/2020,RR-00015975,NMED,FARMINGTON POLICE DEPT,900 MUNICIPAL DR,FARMINGTON,SAN JUAN,1
11/20/2020,RR-00016049,NMED,GOLDEN EQUIPMENT CO,1150 MADISON LN,FARMINGTON,SAN JUAN,1
11/20/2020,RR-00016106,NMED,HIBBETT SPORTS,4601 E MAIN ST # 230,FARMINGTON,SAN JUAN,1
11/20/2020,RR-00016104,ALTSD,GENERATIONS PERSONAL CARE AGCY,942 SCHOFIELD LN,FARMINGTON,SAN JUAN,1
11/20/2020,RR-00016102,NMED,WALMART SUPERCENTER,4600 E MAIN ST,FARMINGTON,SAN JUAN,1
11/20/2020,RR-00016189,NMED,SAM'S CLUB,4500 E MAIN ST,FARMINGTON,SAN JUAN,1
11/20/2020,RR-00016207,NMED,SECURITY FINANCE,2222 E 20TH ST # B,FARMINGTON,SAN JUAN,1
11/20/2020,RR-00016180,DHI,BASIN COORDINATED HEALTH CARE,200 N ORCHARD AVE # A,FARMINGTON,SAN JUAN,1
11/20/2020,RR-00016244,NMED,BANK OF THE SOUTHWEST,320 W MAIN ST,FARMINGTON,SAN JUAN,1
